Kode,nama_produk,product_type,is_rtl,is_main_output,is_by_product,is_packaging,n_input,n_output
103188,Chuckrib Alliance,RAW_MATERIAL,False,False,False,False,0,2
103189,Back Bone Alliance,RAW_MATERIAL,False,False,False,False,0,1
103197,Ribcap S Swift,RAW_MATERIAL,False,False,False,False,1,0
5100.05,Biaya Potong,PROCESS_COST,False,False,False,False,1686,0
GA100023,Label Yupo Hijrahfood 7.5 cm x 10 cm,PACKAGING,False,False,False,True,151,0
GA100024,Label Yupo Hijrahfood 6 cm x 5 cm Halal Wayang,PACKAGING,False,False,False,True,68,0
GA100025,Label Yupo Hijrahfood 6 cm x 5 cm Halal Hijau,PACKAGING,False,False,False,True,14,0
GA100133,Label Astro Farm Hitam 3.5 cm x 3.5 cm,PACKAGING,False,False,False,True,74,0
GA100135,Label Yupo O'save 7.5 cm x 10 cm,PACKAGING,False,False,False,True,45,0
P100152,Bahan Giling CBT,BY_PRODUCT,False,False,True,False,0,49
P100233,Fat Trim CBT,BY_PRODUCT,False,False,True,False,1,10
P100416,Serbuk Daging CBT,BY_PRODUCT,False,False,True,False,2,80
P100928,50 CL HGH CBT,BY_PRODUCT,False,False,True,False,0,1
P102778,70 CL HGH CBT,BY_PRODUCT,False,False,True,False,11,18
R100015,RTL CST Daging Semur Potong OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,0,16
R100152,Bahan Giling,BY_PRODUCT,False,False,True,False,11,318
R100200,RTL Daging Dendeng 250 gr,FINISHED_PRODUCT,True,True,False,False,1,1
R100201,RTL Daging Giling Reguler 1000 gr,FINISHED_PRODUCT,True,True,False,False,1,46
R100202,RTL Daging Giling Reguler 500 gr,FINISHED_PRODUCT,True,True,False,False,0,32
R100203,RTL Daging Giling Spesial 1000 gr,FINISHED_PRODUCT,True,True,False,False,1,53
R100204,RTL Daging Giling Spesial 500 gr,FINISHED_PRODUCT,True,True,False,False,2,42
R100205,RTL CST Tenderloin Meltique Astro 200 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R100209,RTL CST Slice AUS Shortplate Value Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,23,20
R100212,RTL Short Rib Besar 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R100214,RTL Tulang Sop 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R100215,RTL Daging Sop 500 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R100217,RTL Slice Less Fat 250 gr,FINISHED_PRODUCT,True,True,False,False,0,18
R100220,RTL Daging Tulang Sop 1000 gr,FINISHED_PRODUCT,True,True,False,False,1,15
R100225,RTL CST Hati Sapi PF 500 gr,FINISHED_PRODUCT,True,True,False,False,1,7
R100233,Fat Trim,BY_PRODUCT,False,False,True,False,4,91
R100247,RTL Hati Sapi 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,12
R100290,RTL Ikan Dory Fillet Reguler 1000 gr,FINISHED_PRODUCT,True,True,False,False,2,0
R100313,RTL Kikil Bone In 500gr,FINISHED_PRODUCT,True,True,False,False,0,23
R100396,RTL Paru Sapi 1000 gr,FINISHED_PRODUCT,True,True,False,False,1,23
R100397,RTL Paru Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,2,17
R100416,Serbuk Daging,BY_PRODUCT,False,False,True,False,27,489
R100417,RTL Daging Shank Sapi 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,31
R100418,RTL Daging Shank Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,0,13
R100437,RTL Tenderloin Regular 500 gr,FINISHED_PRODUCT,True,True,False,False,0,12
R100486,RTL Daging Has Paha Sapi Premium Lean 1000gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100543,RTL Neck Bone 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,23
R100544,RTL Daging Sop 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,19
R100545,RTL Slice US Shortplate 500 gr,FINISHED_PRODUCT,True,True,False,False,0,16
R100564,RTL Trimming Slice 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100572,RTL Daging Ayam Giling 500 gr,FINISHED_PRODUCT,True,True,False,False,2,28
R100580,RTL Slice Less Fat 500 gr,FINISHED_PRODUCT,True,True,False,False,2,30
R100597,RTL Lidah Slice 500 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R100608,RTL Tenderloin Meltique 1000 gr,FINISHED_PRODUCT,True,True,False,False,1,0
R100612,RTL Slice Sirloin 500 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R100657,RTL Fat Sapi 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R100658,RTL Serbuk DMM 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,13
R100675,RTL Slice Ekonomis Less Fat 500 gr,FINISHED_PRODUCT,True,True,False,False,1,60
R100687,RTL Slice Brisket 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100687,RTL Slice Brisket 500gr,FINISHED_PRODUCT,True,True,False,False,0,23
R100706,RTL Slice AUS Shortplate 500 gr,FINISHED_PRODUCT,True,True,False,False,0,44
R100708,RTL Short Rib Kecil 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,19
R100722,RTL Meltique Mess 1000 gr,FINISHED_PRODUCT,True,True,False,False,8,3
R100756,RTL Ikan Gindara Fillet 500gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100757,RTL Ikan Tuna Fillet 500gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100790,RTL Slice US Shortplate 250 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R100798,RTL Konro Besar 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R100799,RTL Konro Kecil 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,12
R100830,RTL Ayam Karkas 1 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R100831,"RTL Ayam Karkas 0,8 - 0,9 kg",FINISHED_PRODUCT,True,True,False,False,0,1
R100832,RTL Tenderloin Meltique 200 gr,FINISHED_PRODUCT,True,True,False,False,2,0
R100836,RTL Slice Ekonomis Fatty 500 gr,FINISHED_PRODUCT,True,True,False,False,1,54
R100841,RTL Short Rib Besar 500 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R100842,RTL Short Rib Kecil 500 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R100843,RTL Daging Semur 1000gr,FINISHED_PRODUCT,True,True,False,False,0,46
R100875,RTL Lidah Bistik 250gr,FINISHED_PRODUCT,True,True,False,False,0,9
R100887,RTL Slice Brisket 250 gr,FINISHED_PRODUCT,True,True,False,False,0,18
R100896,RTL Slice AUS Shortplate 250 gr,FINISHED_PRODUCT,True,True,False,False,0,24
R100902,RTL Neck Bone 500 gr,FINISHED_PRODUCT,True,True,False,False,1,20
R100904,RTL Daging Semur 500 gr,FINISHED_PRODUCT,True,True,False,False,1,18
R100905,RTL Hati Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,0,13
R100918,RTL Tulang Sop 500 gr,FINISHED_PRODUCT,True,True,False,False,0,11
R100919,RTL Fat Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R100920,RTL Daging Tulang Sop 500 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R100928,50 CL HGH,BY_PRODUCT,False,False,True,False,1,4
R100929,RTL Brisket Bone 1 kg,FINISHED_PRODUCT,True,True,False,False,1,16
R100930,RTL CST Slice Ekonomis Fatty PF 500 gr,FINISHED_PRODUCT,True,True,False,False,1,5
R100944,RTL Brisket Bone 500 gr,FINISHED_PRODUCT,True,True,False,False,2,12
R100945,RTLP Anchor Butter Minidis Unsalted 7 gr x 10 pcs,FINISHED_PRODUCT,True,True,False,False,0,2
R100968,RTL Daging Brisket Sandung Lamur 1 kg,FINISHED_PRODUCT,True,True,False,False,0,18
R100983,RTL Ribeye Steak AUS 200 gr,FINISHED_PRODUCT,True,True,False,False,0,27
R100985,RTL Sirloin Steak AUS 200 gr,FINISHED_PRODUCT,True,True,False,False,0,26
R100987,RTL Tenderloin Steak AUS 200 gr,FINISHED_PRODUCT,True,True,False,False,1,22
R100998,RTL Sirloin US Choice Steak 220 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R100999,RTL Sirloin US Choice Steak 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101000,RTL Sirloin US Choice Steak 280 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101012,RTL Yakiniku Wagyu A5 200 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101019,RTL CST Daging Rendang Potong OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,0,13
R101020,RTL Daging Brisket Sandung Lamur 500 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R101025,RTLP Anchor Butter Minidis Salted 7 gr x 10 pcs,FINISHED_PRODUCT,True,True,False,False,0,2
R101030,Mixed Vegetables 4 Ways Heibei 1kg,FINISHED_PRODUCT,True,True,False,False,19,0
R101031,RTL Mixed Vegetables 4 Ways 500 gr,FINISHED_PRODUCT,True,True,False,False,0,18
R101034,RTL Kulit Body Ayam 500 gr,FINISHED_PRODUCT,True,True,False,False,0,13
R101078,RTL Sirloin US Choice Steak 200 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101093,RTL Sirloin Steak AUS 250 gr,FINISHED_PRODUCT,True,True,False,False,1,21
R101097,Broccoli Floret Heibei 1kg,FINISHED_PRODUCT,True,True,False,False,5,0
R101098,RTL Broccoli Floret 500 gr,FINISHED_PRODUCT,True,True,False,False,0,5
R101108,RTL Saikoro Wagyu A5 200gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101126,RTL Topside Steak Wagyu MB8-9 200 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101129,RTL Topside Steak Wagyu MB8-9 150 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101130,RTL Topside Steak Wagyu MB8-9 180 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101131,RTL Topside Steak Wagyu MB8-9 230 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101132,RTL Topside Steak Wagyu MB8-9 250 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101134,RTL Topside Steak Wagyu MB6+ 200 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R101171,RTL Lidah Utuh 500 gr,FINISHED_PRODUCT,True,True,False,False,1,8
R101195,RTL Ayam Karkas 1.0 - 1.1 kg,FINISHED_PRODUCT,True,True,False,False,0,3
R101202,RTL Slice Ekonomis Less Fat 250 gr,FINISHED_PRODUCT,True,True,False,False,1,27
R101222,Ikan Gindara Fillet,FINISHED_PRODUCT,True,True,False,False,1,0
R101223,RTL Lidah Slice 250 gr,FINISHED_PRODUCT,True,True,False,False,2,11
R101233,RTL CST Oxtail Lokal Premium PF 500 gr,FINISHED_PRODUCT,True,True,False,False,1,7
R101250,RTL Daging Sop Potong 500 gr,FINISHED_PRODUCT,True,True,False,False,0,19
R101251,RTL Beef Strips Stir Fry / Daging Oseng 300 gr,FINISHED_PRODUCT,True,True,False,False,0,18
R101260,RTL Rendang Potong 1 kg,FINISHED_PRODUCT,True,True,False,False,1,18
R101261,RTL Rendang Potong 500 gr,FINISHED_PRODUCT,True,True,False,False,0,14
R101262,McCain Redstone Canyon Skin-On Regular Fries 6x2.30 KG,FINISHED_PRODUCT,True,True,False,False,4,0
R101263,McCain Redstone Canyon Skin-On Waffle Fries 6x2.0 KG,FINISHED_PRODUCT,True,True,False,False,3,0
R101264,RTLP Kentang McCain Regular Cut Skin On Seasoned 1 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101265,RTLP Kentang McCain Criss Cut Skin On Seasoned 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101267,RTLP Kentang McCain Regular Cut Skin On Seasoned 500 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R101272,RTL Konro Besar 500 gr,FINISHED_PRODUCT,True,True,False,False,2,12
R101273,RTL Konro Kecil 500 gr,FINISHED_PRODUCT,True,True,False,False,0,12
R101274,RTL Daging Sop Potong 300 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101320,"McCain Triangle Hash Brown Patties 6x2,27 KG",FINISHED_PRODUCT,True,True,False,False,4,0
R101321,McCain Puree Mashed Potatoes 3x3 KG,FINISHED_PRODUCT,True,True,False,False,3,0
R101322,McCain Tator Tots 6x2.27 KG,FINISHED_PRODUCT,True,True,False,False,2,0
R101324,RTLP McCain Tator Tots 500 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101325,RTLP McCain Puree Mashed Potatoes 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101326,RTLP McCain Triangle Hash Brown Patties 500 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R101342,RTL Sirloin Steak AUS 180 gr,FINISHED_PRODUCT,True,True,False,False,1,24
R101343,RTL Sirloin Steak AUS 230 gr,FINISHED_PRODUCT,True,True,False,False,0,20
R101344,RTL Ribeye Steak AUS 180 gr,FINISHED_PRODUCT,True,True,False,False,0,27
R101345,RTL Ribeye Steak AUS 230 gr,FINISHED_PRODUCT,True,True,False,False,0,20
R101348,McCain Redstone Canyon Skin-On Wedges 6x2.27 KG,FINISHED_PRODUCT,True,True,False,False,2,0
R101348,McCain Redstone Canyon Skin-On Wedges 6x2.27 kg,FINISHED_PRODUCT,True,True,False,False,1,0
R101349,RTL CST Slice Ekonomis  OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,1,35
R101349,RTL CST Slice Ekonomis OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101350,RTL CST Short Rib Kecil PF 500 gr,FINISHED_PRODUCT,True,True,False,False,0,7
R101353,RTLP McCain Wedges Seasoned 1 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101354,RTLP McCain Wedges Seasoned 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101356,RTL Leg Bone 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101361,RTL Ribeye Steak AUS 250 gr,FINISHED_PRODUCT,True,True,False,False,0,21
R101376,RTLP McCain Onion Rings 450 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101392,McCain Onion Rings 8x907 gr,FINISHED_PRODUCT,True,True,False,False,2,0
R101413,RTL Rendang Potong 250 gr,FINISHED_PRODUCT,True,True,False,False,0,21
R101419,RTL Mixed Paprika Slice 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101420,Mixed Paprika Slice 1kg,FINISHED_PRODUCT,True,True,False,False,3,0
R101462,RTL Picanha Steak AUS Grade S 180 gr,FINISHED_PRODUCT,True,True,False,False,0,8
R101463,RTL Picanha Steak AUS Grade S 200 gr,FINISHED_PRODUCT,True,True,False,False,0,8
R101464,RTL Picanha Steak AUS Grade S 230 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101465,RTL Picanha Steak AUS Grade S 130 gr,FINISHED_PRODUCT,True,True,False,False,0,8
R101466,RTL Picanha Steak AUS Grade S 150 gr,FINISHED_PRODUCT,True,True,False,False,0,8
R101489,RTL Kulit Body Ayam 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R101490,RTL Daging Has Paha Sapi Premium 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,24
R101491,RTL Daging Has Paha Sapi Premium 500 gr,FINISHED_PRODUCT,True,True,False,False,0,10
R101494,RTL Tenderloin Steak AUS 150 gr,FINISHED_PRODUCT,True,True,False,False,1,23
R101495,RTL Tenderloin Steak AUS 180 gr,FINISHED_PRODUCT,True,True,False,False,1,24
R101496,RTL Tenderloin Steak AUS Fillet Mignon 130 gr,FINISHED_PRODUCT,True,True,False,False,0,22
R101497,RTL Tenderloin Steak AUS Fillet Mignon 150 gr,FINISHED_PRODUCT,True,True,False,False,0,21
R101507,RTL Sirloin Steak AUS 150 gr,FINISHED_PRODUCT,True,True,False,False,0,24
R101509,RTL Short Rib Galbi US Choice 250 gr,FINISHED_PRODUCT,True,True,False,False,0,5
R101516,RTL Daging Giling Spesial Grass-fed 500 gr,FINISHED_PRODUCT,True,True,False,False,0,27
R101534,Mixed Cut Corn Xiamen 1kg,FINISHED_PRODUCT,True,True,False,False,3,0
R101535,Mixed Green Peas Xiamen 1kg,FINISHED_PRODUCT,True,True,False,False,1,0
R101536,Mixed Cauliflower 1kg,FINISHED_PRODUCT,True,True,False,False,2,0
R101538,RTL Mixed Cut Corn 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R101539,RTL Mixed Green Peas 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101540,RTL Mixed Cauliflower 500 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R101545,RTL Brisket PE Loaf 3.6 kg,FINISHED_PRODUCT,True,True,False,False,0,3
R101546,RTL Brisket PE Loaf 4.9 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101547,RTL Brisket PE Loaf 2.8 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101549,RTL Brisket PE Loaf 5.2 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101550,RTL Brisket PE Loaf 2.9 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101553,RTL Head Meat 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,5
R101560,RTL Brisket PE Loaf 2.2 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101562,RTL Brisket PE Loaf 2.6 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101564,RTL Brisket PE Loaf 3.9 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101565,RTL Brisket PE Loaf 3 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101571,RTL Brisket PE Loaf 3.5 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101572,RTL Brisket PE Loaf 3.2 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101573,RTL Brisket PE Loaf 4 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101574,RTL Brisket PE Loaf 4.1 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101693,RTL Ribeye Steak AUS 150 gr,FINISHED_PRODUCT,True,True,False,False,0,27
R101704,RTL Brisket PE Loaf 3.7 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101705,RTL Brisket PE Loaf 4.2 kg,FINISHED_PRODUCT,True,True,False,False,0,1
R101706,RTL Brisket PE Loaf 4.6 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101749,RTL Daging Giling Ekonomis 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R101750,RTL Daging Giling Ekonomis 500 gr,FINISHED_PRODUCT,True,True,False,False,1,5
R101753,RTL Paru Slice Sapi 500 gr,FINISHED_PRODUCT,True,True,False,False,0,17
R101818,RTL Daging Giling Spesial 250 gr,FINISHED_PRODUCT,True,True,False,False,1,26
R101887,RTL Brisket PE Loaf 4.7 kg,FINISHED_PRODUCT,True,True,False,False,0,2
R101895,RTL Boneless Paha Ayam 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R101964,RTL Slice Dada Ayam 500 gr,FINISHED_PRODUCT,True,True,False,False,2,12
R102019,RTL Daging Has Paha Value 1 kg,FINISHED_PRODUCT,True,True,False,False,0,35
R102020,RTL Daging Has Paha Value 500 gr,FINISHED_PRODUCT,True,True,False,False,0,15
R102028,RTL Slice Sirloin 250gr,FINISHED_PRODUCT,True,True,False,False,0,12
R102044,RTL Sirloin AUS Steak Prime Aged 180 gr,FINISHED_PRODUCT,True,True,False,False,0,27
R102045,RTL Sirloin AUS Steak Prime Aged 200 gr,FINISHED_PRODUCT,True,True,False,False,1,26
R102046,RTL Sirloin AUS Steak Prime Aged 250 gr,FINISHED_PRODUCT,True,True,False,False,0,24
R102054,Ikan Tuna Fillet,FINISHED_PRODUCT,True,True,False,False,1,0
R102090,RTL CST Daging Giling Special OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,2,23
R102091,RTL CST Hati Sapi OSV 250 gr,FINISHED_PRODUCT,True,True,False,False,1,22
R102101,Serbuk Ayam,BY_PRODUCT,False,False,True,False,2,0
R102177,Cumi Cendol,FINISHED_PRODUCT,True,True,False,False,1,0
R102178,RTL Cumi Cendol 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102196,RTL Daging Dendeng 500gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102219,RTL Topside Steak Wagyu MB6+ 150 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R102220,RTL Topside Steak Wagyu MB6+ 180 gr,FINISHED_PRODUCT,True,True,False,False,0,4
R102221,RTL Topside Steak Wagyu MB6+ 230 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R102222,RTL Topside Steak Wagyu MB6+ 250 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R102241,Plastik Vacuum 15 x 30 cm,PACKAGING,False,False,False,True,412,0
R102242,Plastik Vacuum 18 x 30 cm,PACKAGING,False,False,False,True,769,0
R102243,Plastik Vacuum 18 x 35 cm,PACKAGING,False,False,False,True,10,0
R102244,Plastik Vacuum 18 x 30 cm,PACKAGING,False,False,False,True,1,0
R102244,Plastik Vacuum 20 x 30 cm,PACKAGING,False,False,False,True,223,0
R102245,Plastik Vacuum 21 x 32 cm,PACKAGING,False,False,False,True,586,0
R102246,Plastik Vacuum Hitam 15 x 25 cm,PACKAGING,False,False,False,True,12,0
R102247,Plastik Vacuum Hitam 20 x 30 cm,PACKAGING,False,False,False,True,21,0
R102252,Plastik Karton Besar,PACKAGING,False,False,False,True,1584,0
R102253,Plastik Karton Kecil,PACKAGING,False,False,False,True,103,1
R102253X,Plastik Karton Kecil,PACKAGING,False,False,False,True,1,0
R102253X,[Non Aktif] Plastik Karton Kecil,PACKAGING,False,False,False,True,1,0
R102259,Plastik PE Tebal 15 x 30 cm,PACKAGING,False,False,False,True,2,0
R102260,Plastik PE Tebal 20 x 35 cm,PACKAGING,False,False,False,True,9,0
R102271,40 CL MHS,BY_PRODUCT,False,False,True,False,2,26
R102295,RTL Ribeye AUS Steak Prime Aged 180 gr,FINISHED_PRODUCT,True,True,False,False,0,19
R102296,RTL Ribeye AUS Steak Prime Aged 200 gr,FINISHED_PRODUCT,True,True,False,False,0,19
R102297,RTL Ribeye AUS Steak Prime Aged 250 gr,FINISHED_PRODUCT,True,True,False,False,0,16
R102322,Onion Slice 1kg,FINISHED_PRODUCT,True,True,False,False,2,0
R102325,RTL Bawang Bombay Slice 500 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R102341,RTL Slice Meltique 250 gr,FINISHED_PRODUCT,True,True,False,False,9,1
R102364,RTL Ikan Teri Nasi 200 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102403,RTL CST Daging Lean Shabu Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,12,17
R102417,Plastik Vacuum 16 x 21 cm,PACKAGING,False,False,False,True,178,0
R102422,RTL Daging Paha Ayam Giling 500 gr,FINISHED_PRODUCT,True,True,False,False,0,32
R102427,Plastik PE Tebal 25 x 40 cm,PACKAGING,False,False,False,True,16,0
R102436,RTL Oxtail Lokal Premium 500 gr,FINISHED_PRODUCT,True,True,False,False,0,20
R102501,RTL CST Daging Giling Reguler Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,1,0
R102502,RTL CST Slice Teriyaki Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,30,51
R102504,RTL CST Daging Shank Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,1,5
R102505,RTL CST Daging Semur Potong Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102506,RTL CST Daging Oseng Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,2,22
R102528,Sample - Daging Giling,OTHER,False,False,False,False,4,7
R102529,Sample - Daging Slice,OTHER,False,False,False,False,2,4
R102531,Sample - Daging Potong,OTHER,False,False,False,False,14,10
R102535,RTL T-Bone Steak AUS 400 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102537,RTL T-Bone Steak AUS 450 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102539,RTL T-Bone Steak AUS 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102545,RTL Slice Ekonomis Fatty 250 gr,FINISHED_PRODUCT,True,True,False,False,6,16
R102546,Oxymove Absorber N100,PACKAGING,False,False,False,True,1,0
R102546,Oxymove Absorber N200,PACKAGING,False,False,False,True,218,0
R102547,Oxymove Absorber N100,PACKAGING,False,False,False,True,119,0
R102575,RTL CST Lidah Slice Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,7,21
R102576,RTL CST Hati Sapi Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,1,29
R102577,RTL CST Beef Teriyaki Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,7,23
R102578,RTL CST Daging Sop Potong Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,3,31
R102603,RTL CST Daging Rendang Potong PF 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,12
R102647,RTL Slice Value 250 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102648,RTL Slice Value 500 gr,FINISHED_PRODUCT,True,True,False,False,2,14
R102731,RTL T-Bone Steak AUS 350 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102753,RTL CST Brisket Bone Astro 1000 gr,FINISHED_PRODUCT,True,True,False,False,2,31
R102754,RTL CST Meltique Mess Astro 1000 gr,FINISHED_PRODUCT,True,True,False,False,3,8
R102755,RTL CST Lidah Bistik Astro 250gr,FINISHED_PRODUCT,True,True,False,False,3,28
R102756,RTL CST Konro Besar Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,1,26
R102801,RTL CST Slice Ekonomis Fatty  Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,2,25
R102801,RTL CST Slice Ekonomis Fatty Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,2,3
R102802,RTL CST Slice Ekonomis Fatty  Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,1,10
R102802,RTL CST Slice Ekonomis Fatty Astro 500 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R102804,RTL CST Slice Meltique Astro 250 gr,FINISHED_PRODUCT,True,True,False,False,1,9
R102849,Mixed California Vegetables 1kg,FINISHED_PRODUCT,True,True,False,False,3,0
R102856,RTL Mixed California Capcay 500 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R102857,RTL Mixed California Capcay 1kg,FINISHED_PRODUCT,True,True,False,False,0,2
R103074,RTL CST Slice Dada Ayam SK 500 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R103075,RTL Slice Value SK 500 gr,FINISHED_PRODUCT,True,True,False,False,2,2
R103102,RTL CST Slice Ekonomis Fatty SK 500 gr,FINISHED_PRODUCT,True,True,False,False,1,0
R103104,RTL Slice Value SK 250 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R103123,RTL Mixed Vegetables 4 Ways 1000 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103201,RTL CST Neckbone WT Meramist,FINISHED_PRODUCT,True,True,False,False,0,4
R103240,RTL Black Angus 1953 Brisket Slice 250 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103242,RTL Black Angus 1953 Oyster Blade Steak 130 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103243,RTL Black Angus 1953 Oyster Blade Steak 150 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103247,RTL Black Angus 1953 Sirloin Steak 200 gr,FINISHED_PRODUCT,True,True,False,False,0,3
R103248,RTL Black Angus 1953 Flank Steak 450 gr,FINISHED_PRODUCT,True,True,False,False,0,1
R103249,RTL Black Angus 1953 Tenderloin Steak 130 gr,FINISHED_PRODUCT,True,True,False,False,0,2
R103250,RTL Black Angus 1953 Tenderloin Steak 150 gr,FINISHED_PRODUCT,True,True,False,False,0,2
